"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN001_AE...Densidade.de.economias.de.água.por.ligação..econ.lig.","IN009_AE...Índice.de.hidrometração..percentual.","IN010_AE...Índice.de.micromedição.relativo.ao.volume.disponibilizado..percentual.","IN011_AE...Índice.de.macromedição..percentual.","IN013_AE...Índice.de.perdas.faturamento..percentual.","IN014_AE...Consumo.micromedido.por.economia..m..mês.econ.","IN017_AE...Consumo.de.água.faturado.por.economia..m..mês.econ.","IN020_AE...Extensão.da.rede.de.água.por.ligação..m.lig.","IN022_AE...Consumo.médio.percapita.de.água..l.hab.dia.","IN023_AE...Índice.de.atendimento.urbano.de.água..percentual.","IN025_AE...Volume.de.água.disponibilizado.por.economia..m..mês.econ.","IN028_AE...Índice.de.faturamento.de.água..percentual.","IN043_AE...Participação.das.economias.residenciais.de.água.no.total.das.economias.de.água..percentual.","IN044_AE...Índice.de.micromedição.relativo.ao.consumo..percentual.","IN049_AE...Índice.de.perdas.na.distribuição..percentual.","IN050_AE...Índice.bruto.de.perdas.lineares..m..dia.Km.","IN051_AE...Índice.de.perdas.por.ligação..l.dia.lig.","IN052_AE...Índice.de.consumo.de.água..percentual.","IN053_AE...Consumo.médio.de.água.por.economia..m..mês.econ.","IN055_AE...Índice.de.atendimento.total.de.água..percentual.","IN057_AE...Índice.de.fluoretação.de.água..percentual.","IN058_AE...Índice.de.consumo.de.energia.elétrica.em.sistemas.de.abastecimento.de.água..kWh.m.."
230690,"Jaguaribe","CE",2015,"[23069011] Serviço Autônomo de Água e Esgoto - SAAE; [23069040] Secretaria da Cidade e Infraestrutura - SEINFRA","Água e Esgoto; Res Sólidos",1,97.97,56.75,0,27.45,11.2,14,9.6,110.1,100,20,72.55,93.25,96.95,41.46,23.8,263.55,58.54,11.3,94.53,96.93,0.44
230700,"Jaguaruana","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.01,99.66,69.3,100,21.82,11.5,12.9,9.9,161.9,68.7,16.5,78.18,95.99,100,30.7,16.12,168.77,69.3,11.4,40.76,100,0.48
230710,"Jardim","CE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230720,"Jati","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23072040] Prefeitura Municipal de Jati - PMJ","Água; Res Sólidos",1.01,100,60.39,0,7.34,8,12.3,8.7,108.8,72,13.3,92.66,94.51,100,39.61,18.64,173.56,60.39,8,42.22,0,1.01
230730,"Juazeiro do Norte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23073040] Autarquia de Meio Ambiente de Juazeiro do Norte - AMAJU","Água e Esgoto; Res Sólidos",1.02,99.53,48.78,0,31.34,9.5,13.4,9.5,120.3,86.9,19.5,68.66,93.62,100,51.22,33.46,334.48,48.78,9.5,83.5,0,0.81
230740,"Jucás","CE",2015,"[23074011] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto",1,85.23,41.66,0,40.84,10,12.1,8.1,136.1,98.3,20.9,59.16,100,67.18,37.99,28.95,254.54,62.01,12.6,75.84,0,0.14
230750,"Lavras da Mangabeira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.01,99.98,62.59,100,7.99,8.6,12.7,8.9,126.1,81.2,13.8,92.01,95.58,100,37.41,17.96,170.66,62.59,8.6,47.33,100,0.71
230760,"Limoeiro do Norte","CE",2015,"[23076011] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto",1.03,97.05,53.74,0,12.99,12.8,19.9,6.1,218.7,99,22.9,87.01,97.64,61.77,12.99,13.03,100.7,87.01,19.9,99,95.39,0.46
230763,"Madalena","CE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230770,"Maranguape","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.02,100,67.5,0,18.05,9.9,12,8.8,121.4,76.5,14.6,81.95,95.44,100,32.5,16.23,159.61,67.5,9.9,58.16,100,0.15
230800,"Massapê","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23080040] SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE - SEIMA","Água e Esgoto; Res Sólidos",1.01,99.98,68.87,100,20.22,10.5,12.1,9.4,134.7,75.5,15.2,79.78,95.09,100,31.13,15.82,156.93,68.87,10.5,51.47,100,0.79
230810,"Mauriti","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23081040] PREFEITURA MUNICIPAL DE MAURITI - PMM","Água e Esgoto; Res Sólidos",1.01,99.83,50.23,0,30.56,9.3,12.9,9.2,118.6,61.8,18.6,69.44,93.44,100,49.77,30.81,306.38,50.23,9.3,32.53,0,0.82
230820,"Meruoca","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1,100,70.93,100,-10.57,7.3,11.5,10.1,93.1,43.3,10.4,110.57,94.92,100,29.07,9.12,99.31,70.93,7.3,23.44,100,0.69
230830,"Milagres","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.01,100,68.35,0,1.95,9.1,13.1,8.4,93.2,67.4,13.4,98.05,92.13,100,31.65,16.46,140.98,68.35,9.1,32.25,100,1.21
230835,"Milhã","CE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230837,"Miraíma","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1,100,68.57,100,0.67,8,11.6,10.2,103.6,80.1,11.7,99.33,96.59,100,31.43,10.19,120.48,68.57,8,42.85,100,0.66
230840,"Missão Velha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.01,100,55.01,100,23.93,9.4,13,8.3,132.6,75,17.1,76.07,93.29,100,44.99,28.39,256.72,55.01,9.4,33.76,100,0.85
230850,"Mombaça","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23085040] PREFEITURA MUNICIPAL DE MOMBAÇA - PMM","Água; Res Sólidos",1.01,100,58.93,100,1.77,6.9,11.4,5,103,75.9,11.6,98.23,93.43,100,41.07,29.17,159.01,58.93,6.9,33.44,100,0.72
230860,"Monsenhor Tabosa","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1,100,83.05,100,-40.2,6.8,11.4,10.4,90.7,88.9,8.2,140.2,95.1,100,16.95,4,45.52,83.05,6.8,49.8,100,1.25
230870,"Morada Nova","CE",2015,"[23087011] Serviço de Autônomo de Água e Esgoto - SAAE","Água e Esgoto",1,95.43,50.3,0,16.54,7.8,12.4,23.9,118,99.1,15.2,83.46,100,60.27,16.54,2.72,80.93,83.46,12.4,93.69,78.95,NA
230900,"Mucambo","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.01,99.96,60.06,100,29.55,5.9,6.9,6,81,92.2,9.8,70.45,95.01,100,39.94,20.59,128.75,60.06,5.9,59.27,100,0.3
230910,"Mulungu","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23091040] Prefeitura Municipal de Mulungu - PMM","Água e Esgoto; Res Sólidos",1.01,100,91.79,100,-22.39,6,7.9,9.8,73.8,75.7,6.5,122.39,90.86,100,8.21,1.67,17.68,91.79,6,27.65,0,1.41
230920,"Nova Olinda","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23092040] Secretaria de Serviço Publicos - SSP","Água; Res Sólidos",1,100,61.25,0,12.51,8.4,12,7.9,119.5,86.8,13.8,87.49,94.94,100,38.75,21.53,175.93,61.25,8.4,59.05,0,0.95
230930,"Nova Russas","CE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230940,"Novo Oriente","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094040] Secretaria de Obras e Infraestrutura - SOI","Água e Esgoto; Res Sólidos",1,99.99,65,100,5.74,7,10.1,12.4,112.9,71.9,10.7,94.26,94.59,100,35,8.78,123.8,65,7,37.28,100,1.3
230945,"Ocara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23094540] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEMID","Água e Esgoto; Res Sólidos",1.01,99.98,94.66,100,-43.36,7.5,11.3,11.2,146.9,61.2,7.9,143.36,95.13,100,5.34,1.2,13.98,94.66,7.5,19.4,100,1.8
230950,"Orós","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.03,100,78.79,100,-2.81,9.4,12.3,5.9,142.5,78.3,12,102.81,92.35,100,21.21,13.57,85.86,78.79,9.4,58.62,100,1.02
230960,"Pacajus","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.01,100,99.8,0,-43.63,8.2,11.7,7.7,112.4,71,8.2,143.63,97.09,100,0.2,0.06,0.53,99.8,8.2,58.15,100,0.04
230980,"Pacoti","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.05,100,87.84,0,-4.56,6.1,7.2,7.9,54.1,75.4,6.9,104.56,88.38,100,12.16,3.32,29.02,87.84,6.1,30.82,0,1.36
230990,"Pacujá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1,100,74.58,100,-18.12,7.2,11.4,13.7,122.1,88.6,9.7,118.12,94.24,100,25.42,5.55,80.96,74.58,7.2,55.07,100,1.07
231000,"Palhano","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23100040] PREFEITURA MUNICIPAL DE PALHANO - PMP","Água; Res Sólidos",1.02,100,63.89,100,8.6,8.3,11.9,18.2,183.8,70.9,13,91.4,93.57,100,36.11,8.5,157.98,63.89,8.3,36.12,100,1.64
231010,"Palmácia","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.02,100,96.7,0,-14.7,4.6,5.4,10.6,56.6,74.3,4.7,114.7,93.72,100,3.3,0.44,5.23,96.7,4.6,30.66,0,1.06
231030,"Parambu","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23103040] Secretaria de Infraestrutura e Desenvolvimento Econômico - SEINFRA","Água; Res Sólidos",1.01,99.06,64.44,100,-11.46,5.3,9.1,7.1,76.4,79.1,8.2,111.46,94.24,100,35.56,12.46,96.92,64.44,5.3,35.64,100,1.8
231040,"Paramoti","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23104040] Secretaria de Desenvolvimento Agrário e Meio Ambiente - SEDAMA","Água e Esgoto; Res Sólidos",1.02,100,77.25,100,-11.13,7.2,10.3,7.7,95.7,97.9,9.4,111.13,93.16,100,22.75,8.45,70.95,77.25,7.2,47.96,0,2.27
231050,"Pedra Branca","CE",2015,"[23105011] Serviço Autônomo de Água e Esgoto - SAAE; [23105040] SECRETARIA DE DESENVOLVIMENTO URBANO E MEIO AMBIENTE - SEDUMA","Água; Res Sólidos",1,70.99,42.63,0,-38.67,5.3,12.3,8.7,102.8,74,8.9,138.67,96.27,43.75,2.55,0.55,7.43,97.45,8.6,43.31,0,0.48
231060,"Penaforte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.01,100,57.17,0,16.74,8.5,12.3,14.5,127.7,82.8,14.8,83.26,94.83,100,42.83,13.3,209.96,57.17,8.5,64.41,0,1.1
231070,"Pentecoste","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23107040] PREFEITURA MUNICÍPAL DE PENTECOSTE - PMP","Água; Res Sólidos",1.03,99.99,75.16,0,-7.41,8.6,12.2,7.5,124.9,84,11.5,107.41,95.3,100,24.84,12.25,95.58,75.16,8.6,50.77,100,0.67
231080,"Pereiro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.03,100,88.86,100,-35.51,5.9,9.1,10,118.3,79.2,6.7,135.51,91.61,100,11.14,2.35,25.14,88.86,5.9,27.3,100,1.46
231090,"Piquet Carneiro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23109040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA E RECURSOS HIDRICOS - SMIRH","Água; Res Sólidos",1,100,82.67,100,-39.45,6.6,11.1,7.2,116.8,60.8,8,139.45,91.39,100,17.33,5.86,45.33,82.67,6.6,29.23,100,1.16
231095,"Pires Ferreira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1,99.96,42.59,0,24.26,6.1,10.8,12.5,108.8,63.3,14.3,75.74,93.87,100,57.41,18.51,269.61,42.59,6.1,20.77,0,4.45
231100,"Poranga","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23110040] Prefeitura Municipal - PMP","Água e Esgoto; Res Sólidos",1.01,100,72.69,0,-1.63,8.1,11.3,8.4,134.1,68.2,11.2,101.63,95.21,100,27.31,10.28,100.51,72.69,8.1,44.28,0,0.65
231110,"Porteiras","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.01,99.98,56.18,0,18.34,8.5,12.3,5.7,121.8,84,15.1,81.66,94.84,100,43.82,35.64,218.72,56.18,8.5,34.5,0,1.16
231120,"Potengi","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112040] Prefeitura Municipal de Potengi - PMP","Água; Res Sólidos",1.01,99.97,64.92,100,-7.93,7.1,11.8,14.5,90,84.8,11,107.93,94.61,100,35.08,8.06,127.02,64.92,7.1,47.15,100,1.6
231123,"Potiretama","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1,100,69.04,100,-10.31,7.1,11.3,8.5,99.1,84.4,10.3,110.31,95.8,100,30.96,11.87,104.34,69.04,7.1,37.23,100,1.36
231126,"Quiterianópolis","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23112640] Prefeitura Municipal de Quiterianópolis - PMQ","Água; Res Sólidos",1.03,100,78.11,100,12.7,6.3,7,7.5,101.2,69.1,8.1,87.3,90.19,100,21.89,7.12,59.75,78.11,6.3,21.88,100,1.39
231130,"Quixadá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23113040] SECRETARIA DESENVOLVIMENTO URBANO E MEIO AMBIENTE - SEDUMA","Água e Esgoto; Res Sólidos",1.06,100,57.27,100,21.68,9.4,12.9,8.3,121.8,79.9,16.5,78.32,92.84,100,42.73,28.32,245.9,57.27,9.4,57,100,1.24
231135,"Quixelô","CE",2015,"[23113511] Serviço Autônomo de Água e Esgoto - SAAE; [23113540] Secretaria de Infraestrutura - Seinfra","Água e Esgoto; Res Sólidos",1,99.95,64.59,0,12.7,9.4,12.7,6,109.9,100,15.5,87.3,99.08,93.36,30.81,20.82,147.53,69.19,10.1,42.75,0,0.53
231140,"Quixeramobim","CE",2015,"[23114011] Serviço Autônomo de Águas e Esgoto de Quixeramobim - SAAE; [23114040] PREFEITURA MUNICIPAL DE QUIXERAMOBIM - CE","Água; Res Sólidos",1,99.77,71.61,75.94,-5.56,8.1,11.9,17.1,85.1,99.4,13.7,105.56,95.6,99.98,28.37,5.16,105.04,71.63,8.1,69.86,59.6,0.38
231150,"Quixeré","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23115040] SECRETARIA DE DESENVOLVIMENTO URBANO. MEIO AMBIENTE E INFRAESTRUTURA - PMQ","Água; Res Sólidos",1.03,99.76,77.46,0,-6.2,8.9,12.2,15.6,158.4,38.4,11.5,106.2,93.8,100,22.54,5.46,88.13,77.46,8.9,23.6,0,0.85
231160,"Redenção","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.02,100,73.63,100,12.06,9,10.7,10.7,156.4,77,12.2,87.94,95.32,100,26.37,9.38,107.58,73.63,9,44.11,100,1.16
231170,"Reriutaba","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.02,99.98,62.2,100,7.24,7.6,11.4,10.3,112.1,68.9,12.3,92.76,94.85,100,37.8,13.34,155.4,62.2,7.6,37.5,100,0.11
231180,"Russas","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.02,100,72.36,0,9.29,9.9,12.4,8.5,136.6,81.5,13.6,90.71,95.4,100,27.64,14.5,126.1,72.36,9.9,52.43,100,0.85
231190,"Saboeiro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23119040] Prefeitura Municipal de Saboeiro - PMS","Água e Esgoto; Res Sólidos",1.02,100,62.72,100,6.64,8.1,12,6.3,131.9,51.4,12.8,93.36,91.34,100,37.28,23.91,159.73,62.72,8.1,27.6,100,0.61
231195,"Salitre","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.03,98.38,0,100.17,100,0,0,10.8,0,15.9,2,0,83.3,NA,100,1.21,66.53,0,0,6.43,0,0
231200,"Santana do Acaraú","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.01,100,76.23,100,-6.85,8.9,12.5,12.7,98.9,74.1,11.7,106.85,96.61,100,23.77,6.76,92.26,76.23,8.9,38.02,0,0.92
231210,"Santana do Cariri","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23121040] Prefeitura Municipal de Santana do Cariri - PMSC","Água; Res Sólidos",1,100,50.45,0,30.16,9,12.5,15.7,130,52.4,17.9,69.84,93.52,100,49.55,17.47,291.84,50.45,9,26.94,0,0.04
231220,"Santa Quitéria","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23122040] SECRETARIA DE OBRAS E URBANISMO - SEOURB","Água; Res Sólidos",1.03,99.99,76.51,100,-9.82,8.4,12,7.3,123.5,82.3,10.9,109.82,92.45,100,23.49,11.15,86.67,76.51,8.4,42.84,100,0.78
231230,"São Benedito","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23123040] PREFEITURA MUNICIPAL DE SÃO BENEDITO - SEINFRA","Água e Esgoto; Res Sólidos",1.02,100,100,0,-39.68,8.1,11.3,5.9,113.5,77.7,8.1,139.68,95.63,100,0,0,0,100,8.1,43.18,95.44,1.49
231250,"São João do Jaguaribe","CE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231270,"Senador Pompeu","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.01,100,48.66,100,20.4,7.3,12,5,111.5,69.7,15.1,79.6,94.14,100,51.34,49.03,257.86,48.66,7.3,41.38,100,0.27
231290,"Sobral","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23129011] Serviço de Água e Esgoto de Sobral - SAAE; [23129040] Prefeitura Municipal de Sobral - PMS","Água; Água e Esgoto; Res Sólidos",1.07,99.79,49.24,96.31,36.58,11.5,14.8,8,154.1,98.6,23.4,63.42,96.88,78.71,37.45,33.26,307.82,62.55,14.6,98.76,100,0.65
231300,"Solonópole","CE",2015,"[23130011] Prefeitura Municipal de Solonópole - PMS; [23130040] Prefeitura Municipal de Solonópole - PMS","Água; Res Sólidos",1.16,84.72,27.95,0,50.02,7.9,10.5,20.5,75.7,99.8,21,49.98,84.8,67.69,58.71,19.44,468.88,41.29,8.7,99.81,0,0.11
231310,"Tabuleiro do Norte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1.03,100,54.21,100,35.31,10.2,12.2,8.8,163.6,82,18.9,64.69,94.63,100,45.79,32.69,293.06,54.21,10.2,52.78,100,0.7
231320,"Tamboril","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1,100,77.91,100,-11.29,6.9,9.9,12.3,102.5,68.1,8.9,111.29,93.37,100,22.09,4.73,64.8,77.91,6.9,37.97,100,1.6
231325,"Tarrafas","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23132540] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",1,100,68.71,0,-4.31,7.9,12,7.1,100.3,100,11.5,104.31,95.01,100,31.29,15.49,118.5,68.71,7.9,29.45,0,0.7
231330,"Tauá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23133040] Secretaria de InfraEstrutura e Desenvolvimento Urbano - SEINFRA","Água e Esgoto; Res Sólidos",1.02,99.75,58.97,100,0.09,6.9,11.7,7.5,87.3,85.8,11.7,99.91,92.23,100,41.03,20.07,160.23,58.97,6.9,49.68,100,0.31
231335,"Tejuçuoca","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1,100,73.65,100,25.67,5.4,5.4,5.9,68,67.9,7.3,74.33,94.25,100,26.35,9.4,63.22,73.65,5.4,25.56,0,0.5
231340,"Tianguá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23134040] Prefeitura Municipal de tianguá - PM","Água e Esgoto; Res Sólidos",1.01,100,48.96,100,29.89,8.1,11.6,8.7,125.4,84,16.5,70.11,95.58,100,51.04,30.09,279.6,48.96,8.1,55.83,100,1.56
231360,"Ubajara","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23136040] Prefeitura Municipal - PM","Água; Res Sólidos",1,100,62.67,0,13.2,8.7,12.1,10.3,128.5,79.8,13.9,86.8,94.29,100,37.33,15.39,171.13,62.67,8.7,38.55,100,1.56
231370,"Umari","CE",2015,"[23137011] Prefeitura Municipal de Umari - PMU; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137040] PREFEITURA MUNICIPAL DE UMARI - PMU","Esgoto; Água; Res Sólidos",1,100,89.26,0,-49.2,6.7,11.2,12.7,99,61.6,7.5,149.2,96.2,100,10.74,1.84,26.54,89.26,6.7,31.98,0,1.72
231375,"Umirim","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137540] secretaria de infraestrutura - seinfra","Água; Res Sólidos",1.02,99.97,66.97,0,9.88,8.8,11.8,12.9,124.9,81.4,13.1,90.12,95.97,100,33.03,10.85,145.14,66.97,8.8,48.02,100,0.83
231380,"Uruburetama","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",1.01,100,47.39,100,35.19,9.2,12.5,9.4,121,78.1,19.3,64.81,94.89,100,52.61,34.62,338.93,47.39,9.2,58.06,0,0.6
231395,"Varjota","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23139540] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SEOSP","Água; Res Sólidos",1.01,100,100,90.34,-39.76,8.5,11.9,7.8,116.1,77.3,8.5,139.76,95.08,99.99,NA,0,NA,100.01,8.5,63.37,90.34,1.96
231400,"Várzea Alegre","CE",2015,"[23140011] Prefeitura Municipal de Várzea Alegre - PMVA; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23140040] Prefeitura Municipal de Várzea Alegre - PMVA","Esgoto; Água; Res Sólidos",1.01,100,70.75,100,-9.5,7.6,11.8,6.6,104.5,86.3,10.8,109.5,95.93,100,29.25,15.52,104.01,70.75,7.6,53.67,100,0.51
240010,"Acari","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24001040] PREFEITURA MUNICIPAL DE ACARI - PMA","Água e Esgoto; Res Sólidos",1.04,89.94,52.68,100,13.28,4.2,6.3,8.7,54.2,100,7.2,86.72,93.1,83.56,36.96,9.41,91.35,63.04,4.6,80.67,0,0.81
240020,"Açu","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24002040] Secretaria Adjunta de Serviços Públicos - SERVIP","Água; Res Sólidos",1.03,93.25,44.49,100,44.32,10.5,12.2,8.7,105.9,100,23.1,55.68,93.9,93.56,52.45,36.48,390.24,47.55,10.4,73.94,0,1.08
240030,"Afonso Bezerra","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24003040] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSUR","Água e Esgoto; Res Sólidos",1.04,84.3,42.92,100,34.24,9,11.6,15.4,93.2,92,17.7,65.76,92.84,79.9,46.28,13.68,278.94,53.72,9.5,48.88,0,0.9
240040,"Água Nova","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24004040] SECRETARIA MUNICIPAL DE INFRA - ESTRUTUTA E SERVIÇOS URBANOS - SEMISU","Água; Res Sólidos",1.01,99.44,65.82,100,9.19,8.1,11.2,4,84,100,12.9,90.81,97.08,99.15,33.61,31.93,137.22,66.39,8.2,64.02,0,0.54
240050,"Alexandria","RN",2015,"[24005011] Serviço Autônomo de Água e Esgoto de Alexandria - SAAE","Água e Esgoto",1,99.52,6.85,0,-5.93,1,14.8,11.3,106.7,97.6,13.9,105.93,98.95,6.85,0,0,0,100,13.9,97.55,0,0.04
240060,"Almino Afonso","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24006040] PREFEITURA MUNICIPAL DE ALMINO AFONSO - PMAA","Água; Res Sólidos",1,94.32,60.09,100,16.54,9.4,12.3,6.4,100.6,100,15.5,83.46,95.49,92.94,35.34,21.91,171.61,64.66,9.5,71.42,0,0.56
240070,"Alto do Rodrigues","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24007040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",1.06,84.88,43.42,100,46.7,12.9,13.5,5.7,122.5,99.1,26.7,53.3,93.05,93.12,53.37,71.55,469.38,46.63,11.8,71.62,0,0.26
240080,"Angicos","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",1.07,99.11,64.2,100,17.97,9.8,12.5,10.1,123.5,100,16,82.03,93.43,99.14,35.24,16.8,189.31,64.76,9.9,88.24,0,1.17
240090,"Antônio Martins","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24009040] PREFEITURA MUNICIPAL DE ANTONIO MARTINS - PMAA","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,NA,NA,0,9.9,0,72.9,0,NA,NA,NA,NA,0,NA,NA,0,39.96,NA,NA
240100,"Apodi","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24010040] PREFEITURA MUNICIPAL DE APODI - PMA","Água; Res Sólidos",1.02,93.04,34.12,23.23,57.93,11,12.6,6,123.9,100,29.9,42.07,94.62,93.64,63.56,93.08,637.21,36.44,10.9,51.35,0,0.51
240110,"Areia Branca","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24011040] Prefeitura Municipal de Areia Branca - PMAB","Água; Res Sólidos",1.02,99.03,72.53,61.6,14.77,12.7,14.8,7.5,130.4,100,17.3,85.23,94.48,99.02,26.75,18.04,155.09,73.25,12.7,80.26,0,0.66
