"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","FN001...Receita.operacional.direta.total..R..ano.","FN002...Receita.operacional.direta.de.água..R..ano.","FN003...Receita.operacional.direta.de.esgoto..R..ano.","FN004...Receita.operacional.indireta..R..ano.","FN005...Receita.operacional.total..direta...indireta...R..ano.","FN006...Arrecadação.total..R..ano.","FN007...Receita.operacional.direta.de.água.exportada..bruta.ou.tratada...R..ano.","FN008...Créditos.de.contas.a.receber..R..ano.","FN010...Despesa.com.pessoal.próprio..R..ano.","FN011...Despesa.com.produtos.químicos..R..ano.","FN013...Despesa.com.energia.elétrica..R..ano.","FN014...Despesa.com.serviços.de.terceiros..R..ano.","FN015...Despesas.de.Exploração..DEX...R..ano.","FN016...Despesas.com.juros.e.encargos.do.serviço.da.dívida..R..ano.","FN017...Despesas.totais.com.os.serviços..DTS...R..ano.","FN018...Despesas.capitalizáveis.realizadas.pelo.prestador.de.serviços..R..ano.","FN019...Despesas.com.depreciação..amortização.do.ativo.diferido.e.provisão.para.devedores.duvidosos..R..ano.","FN020...Despesa.com.água.importada..bruta.ou.tratada...R..ano.","FN021...Despesas.fiscais.ou.tributárias.computadas.na.DEX..R..ano.","FN022...Despesas.fiscais.ou.tributárias.não.computadas.na.DEX..R..ano.","FN023...Investimento.realizado.em.abastecimento.de.água.pelo.prestador.de.serviços..R..ano.","FN024...Investimento.realizado.em.esgotamento.sanitário.pelo.prestador.de.serviços..R..ano.","FN025...Outros.investimentos.realizados.pelo.prestador.de.serviços..R..ano.","FN026...Quantidade.total.de.empregados.próprios..Empregados.","FN027...Outras.despesas.de.exploração..R..ano.","FN028...Outras.despesas.com.os.serviços..R..ano.","FN030...Investimento.com.recursos.próprios.realizado.pelo.prestador.de.serviços..R..ano.","FN031...Investimento.com.recursos.onerosos.realizado.pelo.prestador.de.serviços..R..ano.","FN032...Investimento.com.recursos.não.onerosos.realizado.pelo.prestador.de.serviços..R..ano.","FN033...Investimentos.totais.realizados.pelo.prestador.de.serviços..R..ano.","FN034...Despesas.com.amortizações.do.serviço.da.dívida..R..ano.","FN035...Despesas.com.juros.e.encargos.do.serviço.da.dívida..exceto.variações.monetária.e.cambial..R..ano.","FN036...Despesa.com.variações.monetárias.e.cambiais.das.dívidas..R..ano.","FN037...Despesas.totais.com.o.serviço.da.dívida..R..ano.","FN038...Receita.operacional.direta...esgoto.bruto.importado..R..ano.","FN039...Despesa.com.esgoto.exportado..R..ano.","FN041...Despesas.capitalizáveis.realizadas.pelo.s..município.s...R..ano.","FN042...Investimento.realizado.em.abastecimento.de.água.pelo.s..município.s...R..ano.","FN043...Investimento.realizado.em.esgotamento.sanitário.pelo.s..município.s...R..ano.","FN044...Outros.investimentos.realizados.pelo.s..município.s...R..ano.","FN045...Investimento.com.recursos.próprios.realizado.pelo.s..município.s...R..ano.","FN046...Investimento.com.recursos.onerosos.realizado.pelo.s..município.s...R..ano.","FN047...Investimento.com.recursos.não.onerosos.realizado.pelo.s..município.s...R..ano.","FN048...Investimentos.totais.realizados.pelo.s..município.s...R..ano.","FN051...Despesas.capitalizáveis.realizadas.pelo.estado..R..ano.","FN052...Investimento.realizado.em.abastecimento.de.água.pelo.estado..R..ano.","FN053...Investimento.realizado.em.esgotamento.sanitário.pelo.estado..R..ano.","FN054...Outros.investimentos.realizados.pelo.estado..R..ano.","FN055...Investimento.com.recursos.próprios.realizado.pelo.estado..R..ano.","FN056...Investimento.com.recursos.onerosos.realizado.pelo.estado..R..ano.","FN057...Investimento.com.recursos.não.onerosos.realizado.pelo.estado..R..ano.","FN058...Investimentos.totais.realizados.pelo.estado..R..ano."
230180,"Baixio","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",313719,313719,NA,6778.76,320497.76,325282.88,0,84066.64,193212.38,8904.68,14148.82,72152.74,363482.1,0,518352.77,0,145709.73,6309.6,-10602.41,9160.94,0,0,0,2,79356.29,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230185,"Banabuiú","CE",2015,"[23018511] Serviço Autônomo de Água e Esgoto - SAAE","Água",789077.2,789077.2,NA,0,789077.2,789077.2,0,559431.95,296369.33,58651.96,134169.74,261482.88,756276.37,0,756276.37,0,0,0,5602.46,0,52157.48,0,0,6,0,0,52157.48,0,0,52157.48,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190,"Barbalha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",4805659.86,4341325.6,464334.26,229676.04,5035335.9,5018727.18,0,2160250.44,1977671.45,53613.62,925015.5,734720.52,4680584.53,0,5352934.26,0,571418.33,118644.55,-192691.79,100931.4,80679.64,20802.47,0,13,1063610.68,0,101482.11,0,0,101482.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230195,"Barreira","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23019540] Secretaria da Infraestrutura e Controle Urbano - SEINCO","Água e Esgoto; Res Sólidos",974266.35,873328.05,100938.3,30537.78,1004804.13,949805.28,0,736014.81,479961.73,136370.48,66664.15,346031.57,1268289.02,0,1285293.06,0,-24562.18,21196.25,-69554.9,41566.22,21635.93,1869.5,0,4,287619.74,0,23505.43,0,0,23505.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230200,"Barro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1477967.06,1375480.82,102486.24,50731.72,1528698.78,1407640.14,0,403873.16,536128.98,62017.15,523808.55,363647.93,1887199.02,0,2158534.15,0,232027.09,30474.65,-114338.17,39308.04,4648.72,0,0,3,485459.93,0,4648.72,0,0,4648.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230210,"Baturité","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23021040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA","Água e Esgoto; Res Sólidos",2527675.63,2493971.2,33704.43,69782.4,2597458.03,2564497.95,0,543742.6,940155.81,304642.59,143453.21,665386.45,2726097.51,0,2010808.79,0,-784347.35,55515.84,-113208.25,69058.63,44963.57,0,0,6,730151.86,0,44963.57,0,0,44963.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230240,"Boa Viagem","CE",2015,"[23024011] Serviço Autônomo de Água e Esgoto - SAAE; [23024012] Prefeitura Municipal de Boa Viagem - PMBV; [23024040] Prefeitura Municipal - PMBV","Água; Esgoto; Res Sólidos",2994985.3,2994985.3,0,85210.46,3080195.76,3147083.95,0,434787.93,1439111.9,640094,354501.09,318340.65,3390358.85,0,3390358.85,0,0,0,47775.09,0,257412.08,0,257412.08,65,590536.12,0,NA,0,0,514824.16,0,0,0,0,0,0,0,0,1052220,1052220,0,0,1052220,2104440,0,0,0,0,0,0,0,0
230250,"Brejo Santo","CE",2015,"[23025040] SECRATARIA DE INFRAESTUTURA E URBANISMO - SEINFRA","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230270,"Campos Sales","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1967426.34,1663012.58,304413.76,93277.68,2060704.02,2043773.91,0,688520.13,761886.46,195264.8,484596.51,663486.24,2611797.43,46664.94,3225332.08,0,510781.05,32177.49,-149203.71,56088.66,64673.97,21113.91,0,5,623589.64,0,85787.88,0,0,85787.88,216797.81,38987.19,7677.75,263462.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230280,"Canindé","CE",2015,"[23028011] Serviço Autônomo de Água e Esgoto de Canindé - SAAE; [23028040] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEINFRA","Água e Esgoto; Res Sólidos",3162394.69,2827979.85,334414.84,205672.94,3368067.63,3368067.63,0,1286141.14,2683537.14,145080,246632.25,343402.69,3418652.08,0,3418652.08,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230290,"Capistrano","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",523903.23,523903.23,NA,26693.82,550597.05,510202.16,0,179444.16,304995.83,100706.94,303125.8,292797.26,1144155.62,0,1293572.35,26716.34,132585.14,12098.08,-73346.82,16831.59,764964.76,0,0,2,203778.53,0,39071.04,0,752610.06,791681.1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230300,"Caridade","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23030040] Prefeitura Municipal de Caridade - PMC","Água; Res Sólidos",268500.87,268500.87,NA,12501.69,281002.56,267763.73,0,165748.98,226922.91,37314.32,162136.41,576247.01,1159112.87,0,1385457.31,314986.2,213541.27,77994.93,-56196.91,12803.17,2220237.23,0,0,1,134694.2,0,317623.59,0,2217599.84,2535223.43,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230310,"Cariré","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23031040] PREFEITURA MUNICIPAL DE CARIRÉ - PMC","Água; Res Sólidos",764529.04,764529.04,NA,23761.64,788290.68,814586.07,0,195818.39,520814.89,63479.5,68343.55,211565.16,1033764.83,0,1174405.98,0,118354.81,18477.85,-32610.49,22286.34,16294.76,0,0,3,183694.37,0,16294.76,0,0,16294.76,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230320,"Caririaçu","CE",2015,"[23032011] Serviço Autônomo de Água e Esgoto - SAMAE","Água",1040948.24,1040948.24,NA,46352.37,1087300.61,1087300.61,0,NA,248898,6717.14,225926.96,366640.53,975647.92,0,975647.92,0,NA,0,127465.29,0,0,0,2455.56,27,0,NA,NA,NA,NA,2455.56,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230330,"Cariús","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",660183.28,660183.28,NA,20561.79,680745.07,666757.32,0,215076.14,210611.4,33898.2,101819.24,211878.41,726696.42,0,819638.58,0,75949.18,12583.78,-35012.34,16992.98,0,0,0,1,190917.73,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230340,"Carnaubal","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23034040] PREFEITURA DE CARNAUBAL / SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SEINFRA","Água; Res Sólidos",1106747.46,1106747.46,NA,39391.62,1146139.08,1088690.78,0,272277.94,597094.8,55967.11,402552.4,267792.89,1589742.89,0,1792923.92,0,168242.16,29110.66,-72500.84,34938.87,19318.84,0,0,4,309725.87,0,19318.84,0,0,19318.84,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230360,"Catarina","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23036040] PREFEITURA MUNICIPAL DE CATARINA - PMC","Água e Esgoto; Res Sólidos",801708.51,667634.62,134073.89,25326.94,827035.45,818469.34,0,195464.67,283652.79,170537.26,449492.91,371305.98,1447987.31,0,1715579.64,0,237227.62,17782.42,-94874.7,30364.71,0,0,0,1,250090.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230365,"Catunda","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",178208.88,178208.88,NA,10616.78,188825.66,266347.83,0,78527.34,103052.94,28151.7,110922.45,200575.53,503172.42,0,653987.39,0,137553.62,6421.84,-38133.83,13261.35,66010.58,0,0,1,92181.79,0,66010.58,0,0,66010.58,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230370,"Caucaia","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",38288937.55,30152484.13,8136453.42,2230243.1,40519180.65,14056411.6,0,14476915.19,10738073.41,2134287.08,3564928.41,12229260.15,39130508.92,962.46,44210383.73,887059.58,4145527.95,3351588.46,-1630129.44,933384.4,10466227.62,3809628.9,420,63,8742500.85,0,1363250.85,0,13800085.25,15163336.1,102149.88,1278.95,-316.49,103112.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230380,"Cedro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1736283.79,1699131.51,37152.28,50912.67,1787196.46,1591385.32,0,610442.99,629629.8,128329.76,399337.1,439555.69,1978429.99,5377.96,2305243.5,0,274906.19,38139.53,-104090.47,46529.36,28770.07,0,0,4,447528.58,0,28770.07,0,0,28770.07,104624.84,5147.91,230.05,110002.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230393,"Choró","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",350080.04,350080.04,NA,14009.17,364089.21,374125.94,0,104490.46,183761.45,36129.99,62793.22,177072.27,581406.18,0,664630.67,0,74466.08,8427.45,-31268.74,8758.41,858.94,0,0,2,144490.54,0,858.94,0,0,858.94,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230395,"Chorozinho","CE",2015,"[23039511] Prefeitura Municipal de Chorozinho - PMC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23039540] Secretaria de Planejamento e Desenvolvimento Urbano - SPDU","Esgoto; Água; Res Sólidos",636374.55,635174.55,1200,21971.6,658346.15,466979.4,0,252504.73,567552.56,40246.21,178581.47,254047.18,1407725.46,0,1314998.67,0,-155757.42,24435.33,-66369.14,33858.63,71971.92,0,0,3,409231.85,29172,71971.92,0,0,71971.92,0,0,0,0,0,0,0,0,120000,0,120000,0,0,120000,0,0,0,0,0,0,0,0
230400,"Coreaú","CE",2015,"[23040011] Prefeitura Municipal de Coreaú - PMC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23040040] PREFEITURA MUNICIPAL DE COREAÚ - PMC","Esgoto; Água e Esgoto; Res Sólidos",1632008.7,1109172.01,522836.69,38338.12,1670346.83,1365531.1,0,NA,923629.84,95385.08,137309.16,613203.69,2169406.39,0,2449374.04,0,172910.46,35756.02,-47600.93,47560.17,13310.02,18.04,0,9,411723.53,59497.02,13328.06,0,0,13328.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206000,0,0,206000,0,0,0
230410,"Crateús","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",5448603.95,4312329.97,1136273.98,193012.98,5641616.93,5571497.91,0,1398637.39,2418583.23,485244.9,675262.12,5092937.68,10487154.67,67322.62,12098572.91,0,1342522.49,129407.45,-582776.14,201573.13,183929.48,112746.67,0,38,2268495.43,0,296676.15,0,0,296676.15,25956.4,55548.05,11774.57,93279.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230420,"Crato","CE",2015,"[23042011] Sociedade Anônima de Água e Esgoto do Crato - SAAEC","Água e Esgoto",7663724.91,6778589.83,885135.08,69335.78,7733060.69,7733060.69,0,6943929.02,3465046.59,127295.61,2572619.19,327386.65,6909058.85,0,8114807.68,0,0,0,132552.96,77341.38,0,0,0,103,284157.85,1128407.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230423,"Croatá","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23042340] PREFEITURA MUNICIPAL DE CROATA - PMC","Água e Esgoto; Res Sólidos",626315.32,525461.08,100854.24,323306.39,949621.71,646170.97,0,552163.61,185593.37,7103.84,116230.59,252197.74,700570.56,0,747546.87,0,29096.1,10910.21,-40968.67,17880.21,66144.75,61805.84,0,1,169503.48,0,127950.59,0,0,127950.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230426,"Deputado Irapuan Pinheiro","CE",2015,"[23042611] Prefeitura Municipal de Deputado Irapuan Pinheiro - PMDIP; [23042640] Secretaria de Obras.  Serviços Públicos e Transportes - SOSPT","Água; Res Sólidos",236750,236750,NA,1118,237868,37587,0,15524.34,120989.13,17135.16,70525.19,7500,222462.16,0,224462.16,0,NA,0,0,0,0,0,0,10,6312.68,NA,0,0,0,0,0,0,0,0,NA,NA,0,525110.89,0,0,0,0,525110.89,525110.89,0,0,0,0,0,0,0,0
230427,"Ererê","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",374778.61,374778.61,NA,9790.36,384568.97,378014.63,0,86208.06,188928.85,2994.4,76205.33,123981.85,484323.99,0,585742.2,0,91141.02,6998.41,-20959.12,10277.19,0,0,0,2,106174.27,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230430,"Farias Brito","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",769853.57,769853.57,NA,23581.49,793435.06,661412.47,0,156677.55,345699.39,33458.97,263143.12,199916.99,1034540.09,0,1177171.42,0,119351.03,15732.15,-55253.48,23280.3,30059.25,0,0,2,231842.95,0,30059.25,0,0,30059.25,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230435,"Forquilha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23043540] SEINFRA - SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos",1491002.74,1229810.36,261192.38,39948.11,1530950.85,1586448.19,0,493490.44,896305.25,249087.53,310926.38,616952.85,2517673.3,0,2731370.77,0,155110.42,33312.02,-113125.41,58587.05,70953.67,3041.87,0,6,524214.68,0,73995.54,0,0,73995.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230450,"Frecheirinha","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23045040] Secretaria de Infra Estrutura e Meio Ambiente - Meio Ambiente","Água e Esgoto; Res Sólidos",1301545.75,1175487.83,126057.92,35641.54,1337187.29,1188413.98,0,553746.46,626831.75,66494.8,337427.85,396934.5,1705650.73,0,1825887.09,0,84274.03,26908.59,-83098.63,35962.33,15046.07,1001.1,0,4,334151.87,0,16047.17,0,0,16047.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230460,"General Sampaio","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23046040] Secretaria do Desenvolvimento Rural e Meio Ambiente - SEDERMA","Água; Res Sólidos",421780.95,421780.95,NA,11433.47,433214.42,427413.65,0,124700.65,152697.23,22122.4,282537.08,147210.67,667300.86,0,734786.58,0,56600.87,8544.19,-43791.04,10884.85,3920.48,0,0,2,97980.33,0,3920.48,0,0,3920.48,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230465,"Graça","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23046540] PREFEITURA MUNICIPAL DE GRAÇA - PMG","Água e Esgoto; Res Sólidos",632865.03,572146.47,60718.56,15818.84,648683.87,515602.86,0,133054.84,487563.52,10980.89,120296.96,392380.45,1226142.37,0,1370248.53,0,114630.57,5723.75,-49105.09,29475.59,26595.62,28089.84,0,1,258301.89,0,54685.46,0,0,54685.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230480,"Granjeiro","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23048040] Prefeitura Municipal de Granjeiro - PMG","Água e Esgoto; Res Sólidos",250717.46,212565.99,38151.47,9012.73,259730.19,85509.85,0,100596.77,293052.3,36726.93,31617.02,101971.16,513091.95,0,597539.26,0,76712.06,4550.47,-17661.49,7735.25,0,0,0,2,62835.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230490,"Groaíras","CE",2015,"[23049011] Prefeitura Municipal de Groaíras - PMG; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23049040] Prefeitura Municipal de Groaíras - PMG","Esgoto; Água; Res Sólidos",833245.63,818245.63,10000,25611.94,858857.57,851186.73,0,183821.53,581960.12,47653.51,347128.36,244091.68,1457001.18,1100,1701610.08,0,131421.17,18348.42,-50150.4,26189.73,35067.28,0,0,4,267969.49,85898,35067.28,0,0,35067.28,0,1000,100,1100,5000,0,10000,0,10000,0,20000,0,0,20000,0,0,0,0,0,0,0,0
230500,"Guaraciaba do Norte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23050040] Prefeitura Municipal de Guaraciaba do Norte - PMGN","Água e Esgoto; Res Sólidos",1179155.79,1070647.81,108507.98,56754.34,1235910.13,1062588.37,0,363745.19,451953.92,73605.42,420776.22,738749.86,1952194.97,0,2279384.62,0,282593.24,31085.54,-132174.11,44596.41,41907.55,2367.45,0,4,368198.12,0,44275,0,0,44275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230510,"Guaramiranga","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",391773.84,258922.34,132851.5,8073.5,399847.34,370893.7,0,133516.92,171783.48,32417.98,39447.56,148327.44,464900.79,0,450153.57,0,-23845.99,3268.26,-23237.07,9098.77,11630,0,0,1,92893.14,0,11630,0,0,11630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230520,"Hidrolândia","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",478447.81,478447.81,NA,19805.65,498253.46,488593.48,0,120640.86,341378.63,232244.85,324867.86,729562.22,1788088.37,0,1819204.71,129923.17,556.73,15905.95,-85715.7,30559.61,1272598.59,0,0,2,229844.56,0,271798.71,0,1130723.05,1402521.76,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230523,"Horizonte","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23052340] SECRETARIA DE INFRA-ESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos",7685933.85,5277281.69,2408652.16,238020.18,7923954.03,7994161.72,0,2291496.9,1993207.56,335199.28,1116333.66,3244798.61,8687784.22,0,8361200.75,719010.97,-490303.71,483646.92,-361507.31,163720.24,218545.34,2641149.8,0,13,1876105.5,0,841131.73,0,2737574.38,3578706.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230526,"Ibaretama","CE",2015,"[23052640] Secretaria de Serviços Públicos - SSP","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230530,"Ibiapina","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23053040] PREFEITURA MUNICIPAL DE IBIAPINA - PMI","Água; Res Sólidos",1029718.1,1029718.1,NA,34517.64,1064235.74,912871.93,0,263058.85,444680.03,58128.9,480184.83,184081.99,1410488.65,0,1646364.99,0,204247.96,32821.88,-73258.93,31628.38,45241.29,0,0,3,283849.95,0,45241.29,0,0,45241.29,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230533,"Ibicuitinga","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água",989351.77,989351.77,NA,37113.06,1026464.83,795912.54,0,311892.69,455772.63,74338.46,568100.57,387600,1744284.31,0,1916775.72,195.55,145781.33,24675.3,-105307.33,26710.08,106118.84,17878.49,0,4,339104.68,0,21608.79,0,102584.09,124192.88,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230535,"Icapuí","CE",2015,"[23053511] Serviço Autônomo de Água e Esgotos de Icapuí - SAAE; [23053540] Secretaria de Obras. Serviços Publicos e Urbanismo - SecObras","Água; Res Sólidos",1075247.88,1075247.88,NA,151497.65,1226745.53,1068134.1,0,391253.67,491543.69,8120,929125.1,85770,1921731.28,0,2112165.71,0,0,0,0,0,115986,0,0,27,407172.49,190434.43,0,115986,0,115986,0,0,0,0,NA,NA,214942.21,0,0,0,214942.21,0,NA,214942.21,NA,0,NA,0,0,0,0,0
230540,"Icó","CE",2015,"[23054011] Serviço Autônomo de Água e Esgoto - SAAE; [23054040] PREFEITURA MUNICIPAL DE ICÓ - PMI/ICÓ","Água e Esgoto; Res Sólidos",4008012,3192825,815187,146104,4154116,4077649,0,808742,1661822,270968,748721,205282,3752980,0,3755550,0,NA,0,37118,2570,66983,54045,0,52,829069,NA,121028,0,0,121028,0,0,0,0,0,0,0,256241.56,203777.68,0,460019.24,0,0,460019.24,NA,NA,NA,NA,NA,NA,NA,NA
230550,"Iguatu","CE",2015,"[23055011] Serviço Autônomo de Água e Esgoto de Iguatu - SAAE; [23055040] Secretaria do Meio Ambiente e Desenvolvimento Urbano - SEMURB","Água e Esgoto; Res Sólidos",11339808.11,10406345.57,933462.54,772747.83,12112555.94,12112555.94,0,4515604.38,4956247.93,297888,1492836.45,2486980.16,9233952.54,0,9233952.54,105810.36,0,0,0,0,156144.99,1095688.14,68029.59,114,0,0,1425673.08,0,0,1425673.08,26528.52,0,0,26528.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230560,"Independência","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE","Água e Esgoto",1178681.61,953918.52,224763.09,38211.72,1216893.33,1296640.28,0,240816.95,654808.75,180703,303270.1,945353.55,2534376.32,0,2812966.59,0,235483.21,35397.48,-157871.85,43107.06,136684.96,40123.63,0,4,572715.29,0,176808.59,0,0,176808.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230565,"Ipaporanga","CE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230570,"Ipaumirim","CE",2015,"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23057040] PREFEITURA MUNICIPAL DE IPAUMIRIM - PMI","Água; Res Sólidos",569171.91,569171.91,NA,15704.49,584876.4,438491.97,0,442928.15,185303.37,13695.29,193350.99,171531.25,701075.89,0,870533.34,0,150293.86,9552.66,-42271.76,19163.59,128073.61,0,0,1,169914.09,0,128073.61,0,0,128073.61,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
