"ID","Município","Estado","Ano.de.Referência","Prestadores","Serviços","abastecimento","AG002...Quantidade.de.ligações.ativas.de.água..Ligações.","AG003...Quantidade.de.economias.ativas.de.água..Economias.","AG004...Quantidade.de.ligações.ativas.de.água.micromedidas..Ligações.","AG005...Extensão.da.rede.de.água..km.","AG006...Volume.de.água.produzido..1000.m..ano.","AG007...Volume.de.água.tratada.em.ETAs..1000.m..ano.","AG008...Volume.de.água.micromedido..1000.m..ano.","AG010...Volume.de.água.consumido..1000.m..ano.","AG011...Volume.de.água.faturado..1000.m..ano.","AG012...Volume.de.água.macromedido..1000.m..ano.","AG013...Quantidade.de.economias.residenciais.ativas.de.água..Economias.","AG014...Quantidade.de.economias.ativas.de.água.micromedidas..Economias.","AG015...Volume.de.água.tratada.por.simples.desinfecção..1000.m..ano.","AG017...Volume.de.água.bruta.exportado..1000.m..ano.","AG018...Volume.de.água.tratada.importado..1000.m..ano.","AG019...Volume.de.água.tratada.exportado..1000.m..ano.","AG020...Volume.micromedido.nas.economias.residenciais.ativas.de.água..1000.m..ano.","AG021...Quantidade.de.ligações.totais.de.água..Ligações.","AG022...Quantidade.de.economias.residenciais.ativas.de.água.micromedidas..Economias.","AG024...Volume.de.serviço..1000.m..ano.","AG026...População.urbana.atendida.com.abastecimento.de.água..Habitantes.","AG027...Volume.de.água.fluoretada..1000.m..ano.","AG028...Consumo.total.de.energia.elétrica.nos.sistemas.de.água..1000.kWh.ano."
240150,"Barcelona","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24015040] Secretaria Municipal de Servios Urbanos. Obras e Viao - SMSUOV","Água; Res Sólidos",3861,1118,1221,922,13.73,390.34,390.34,102.44,127.64,159.38,0,1185,1025,0,0,0,0,97.09,1302,990,0,1808,0,532.8
240160,"Bento Fernandes","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24016040] SECRETARIA MUNICIPAL DE OBRAS TRANSPORTES E SERVIÇOS URBANOS - SMOTS","Água; Res Sólidos",2277,904,921,598,9.72,530.96,0,71.21,108.95,129.14,84.71,871,615,530.96,0,0,0,62.36,1483,572,0,2206,0,409.35
240165,"Bodó","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24016540] Prefeitura Municipal de Bodó - RN","Água; Res Sólidos",1367,508,509,507,5.01,143.81,143.81,69.01,70.25,92.31,143.81,473,508,0,0,0,0,64.62,597,473,0,1355,0,1946.44
240170,"Bom Jesus","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",7387,3792,3849,3771,46.62,1445.29,0,409.35,411.99,532.09,0,3700,3828,1445.29,0,0,0,379.48,4642,3679,0,7251,0,1000.7
240180,"Brejinho","RN",2015,"[24018011] Serviço Autônomo de Água e Esgoto - SAAE; [24018040] PREFEITURA MUNICIPAL DE BREJINHO - PMB","Água; Res Sólidos",8925,2522,2530,737,39.5,824.44,824.44,83.46,505.26,566.93,0,2465,740,0,0,300,0,78.49,3230,722,NA,8925,0,7550
240185,"Caiçara do Norte","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",4788,1301,1302,355,9.18,420.58,0,40.02,154.2,164.23,0,1281,356,420.58,0,0,0,36.76,2043,346,0,4788,0,713.43
240190,"Caiçara do Rio do Vento","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",2845,862,930,577,7.98,236.37,236.37,137.36,175.12,166.08,93.59,818,642,0,0,0,0,99.18,1019,536,7.87,2755,0,639.28
240200,"Caicó","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24020040] PREFEITURA MUNICIPAL DE CAICÓ - RN","Água e Esgoto; Res Sólidos",61630,19633,22149,19416,135.73,3267.64,3267.64,2329.57,2377.26,3053.54,3098.77,19846,21921,0,0,0,0,2064.13,22289,19646,0,61630,0,2462.33
240210,"Campo Redondo","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",5651,1783,1790,1584,10.82,214.07,0,143.63,177.39,236.4,0,1746,1591,214.07,0,0,0,143.63,1974,1548,0,5602,0,2508.4
240230,"Caraúbas","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",14514,5224,5458,5143,72.3,1291.66,0,614.59,641.07,780.86,1291.66,5185,5373,1291.66,0,0,0,553.68,6184,5105,0,14396,0,1959.48
240240,"Carnaúba dos Dantas","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24024040] PREFEITURA MUNICIPAL DE CARNAÚBA DOS DANTAS - PMCD","Água; Res Sólidos",5227,NA,1670,NA,9.16,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1852,NA,0,5227,0,14.04
240250,"Carnaubais","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",3167,927,945,833,10.88,519.33,519.33,107.16,119.48,138.75,519.33,906,850,0,0,0,0,101.42,1279,816,25.97,3167,0,292.9
240270,"Cerro Corá","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",5807,1765,1798,810,17.24,358.11,358.11,148.04,265.36,313.52,358.11,1723,839,0,0,0,0,138.65,2105,768,17.91,4917,0,463.86
240280,"Coronel Ezequiel","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24028040] Prefeitura Municipal de Coronel Ezequiel - PMCE","Água; Res Sólidos",2350,861,863,759,5.8,88.22,0,60.57,74.37,90.27,0,825,761,88.22,0,0,0,44.32,1079,725,0,2350,0,1561.14
240290,"Coronel João Pessoa","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24029040] CONSTRUTORA SERRA NOVA - CSN","Água; Res Sólidos",1700,520,521,498,4.65,86.48,86.48,60.95,63.82,77.25,26.18,484,499,0,0,0,0,55.38,742,465,4.32,1700,0,64.94
240300,"Cruzeta","RN",2015,"[24030011] Prefeitura Municipal de Cruzeta - PMC; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24030040] Secretaria Municipal de Infraestrutura. Serviços Urbano - SMISU","Esgoto; Água; Res Sólidos",6682,2468,2517,2071,17.81,549.56,549.56,195.95,248.2,319,549.56,2374,2108,0,0,0,0,184.87,2726,1981,27.48,6682,0,283.61
240310,"Currais Novos","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",37929,11246,12160,10591,78.72,1161.34,1161.34,835.75,923.09,1361.99,1161.34,11241,11433,0,0,0,0,775.57,13509,10619,0,37929,0,957.39
240320,"Doutor Severiano","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",3756,1336,1340,1258,11.95,102.5,102.5,85.7,91.81,108.44,102.5,1300,1262,0,0,0,0,82.21,1546,1225,2.24,3080,0,99.46
240330,"Encanto","RN",2015,"[24033011] Prefeitura Municipal de Encanto - PME; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24033040] PREFEITURA MUNICIPAL  DE ENCANTO - PME","Esgoto; Água; Res Sólidos",2464,1310,1315,1302,26.46,223.03,223.03,144.9,145.86,177.69,223.03,1277,1307,0,0,0,0,138.37,1481,1269,11.15,2277,0,71.77
240340,"Equador","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",4707,1476,1518,895,14.36,192.64,192.64,46.02,148.38,184.45,192.64,1410,926,0,0,0,0,41.46,1854,833,7.41,4670,0,187.28
240370,"Felipe Guerra","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",3470,1078,1089,1063,20.33,626.91,0,117.31,119.46,147.21,0,1045,1074,626.91,0,0,0,108.52,1546,1031,0,3463,0,443.17
240375,"Fernando Pedroza","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",2635,1048,1109,1015,7.4,213.36,0,157.18,161.2,201.27,213.36,1065,1076,213.36,0,0,0,96.02,1166,1033,0,2593,0,326.1
240380,"Florânia","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",7114,2593,2643,2454,15.37,304.25,304.25,224.88,246.36,329.15,304.25,2496,2503,0,0,0,0,212.21,2984,2374,0,7083,0,1349.13
240390,"Francisco Dantas","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",1667,557,564,552,2.55,132.95,132.95,63.55,64.15,80.3,132.95,551,559,0,0,0,0,61.64,596,546,6.65,1667,0,105.84
240400,"Frutuoso Gomes","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24040040] PREFEITURA MUNICIPAL DE FRUTUOSO GOMES - PMFG","Água; Res Sólidos",2809,996,1005,772,9.39,183.46,183.46,54.36,77.53,102.14,141.8,941,780,0,0,0,0,47.9,1195,728,9.17,2809,0,236.65
240410,"Galinhos","RN",2015,"[24041040] Prefeitura Municipal de Galinhos - PMG","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240430,"Governador Dix-Sept Rosado","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",6092,1778,1809,1685,15.13,428.12,0,213.94,223.67,258.04,0,1723,1708,428.12,0,0,0,196.82,2257,1628,0,6092,0,637.34
240440,"Grossos","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",7642,2435,2467,2410,59.89,670.99,0,366.83,371.63,425.52,0,2374,2441,670.99,0,0,0,318.89,3259,2350,0,7642,0,666.49
240450,"Guamaré","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24045040] SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS URBANOS - SEMOSU","Água; Res Sólidos",9239,2561,2781,679,44.1,464.62,464.62,116.45,351.36,382.75,464.62,2520,874,0,0,0,0,61.09,3767,668,23.23,5199,0,951.97
240460,"Ielmo Marinho","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24046040] Secretaria de Obras e Serviços Urbanos - SEMO","Água; Res Sólidos",1869,518,593,511,3.83,263.02,0,67.08,69.08,89.41,263.02,550,582,263.02,0,0,0,58.39,624,546,0,1621,0,792.51
240470,"Ipanguaçu","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24047040] Prefeitura Municipal de Ipanguaçu - PMI","Água; Res Sólidos",3842,1081,1089,1070,22.24,364.68,0,132.01,133.3,164.08,364.68,1052,1078,364.68,0,0,0,123.96,1574,1041,0,3842,0,118.42
240480,"Ipueira","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24048040] PREFEITURA MUNICIPAL DE IPUEIRA - PMI","Água; Res Sólidos",2020,756,758,277,4.08,113.45,113.45,24.87,84.36,91.79,113.45,724,277,0,0,0,0,20.67,808,247,5.67,2020,0,47.87
240485,"Itajá","RN",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240490,"Itaú","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",5161,1613,1624,1539,8.19,494.87,494.87,169.2,178.11,223.03,494.87,1569,1550,0,0,0,0,158.86,2048,1497,24.74,5059,0,295.44
240500,"Jaçanã","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24050040] Prefeitura Municipal de Jaçana - PMJ","Água; Res Sólidos",3938,1233,1239,1063,5.52,153.72,0,97.07,119.05,157.84,0,1189,1068,153.72,0,0,0,92.86,1566,1028,0,3938,0,3235.35
240510,"Jandaíra","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",3340,977,979,181,14.33,185.27,0,14.67,109.61,116.92,63.77,941,181,185.27,0,0,0,9.94,1473,167,0,3340,0,172.68
240520,"Janduís","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",4101,1381,1414,1376,14.68,136.12,136.12,115.6,116.22,170.8,0,1356,1409,0,0,0,0,108.68,1574,1351,0,4047,0,338.34
240530,"Januário Cicco","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",3518,1522,1531,1519,17.66,355.27,0,211.25,211.71,258.43,0,1465,1528,355.27,0,0,0,194.23,1850,1462,0,3518,0,590.3
240540,"Japi","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",3937,1214,1214,1202,8.05,193.38,0,137.79,139.38,178.52,0,1184,1202,193.38,0,0,0,124.42,1388,1173,0,3854,0,1593.37
240550,"Jardim de Angicos","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",1432,411,458,395,7.45,81.92,81.92,43.67,47.18,61.94,36.9,430,442,0,0,0,0,39.81,481,414,4.1,443,0,239.13
240560,"Jardim de Piranhas","RN",2015,"[24056011] Prefeitura Municipal de Jardim de Piranhas - PMJP; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24056040] MUNICÍPIO DE JARDIM DE PIRANHAS - PMJP","Esgoto; Água; Res Sólidos",11276,3391,3486,3245,31.06,703.4,703.4,280.8,299.01,389.98,703.4,3251,3337,0,0,0,0,263.64,3936,3114,35.17,11276,0,1794.84
240570,"Jardim do Seridó","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24057040] Prefeitura Municipal de Jardim do Seridó - PMJS","Água; Res Sólidos",10192,3901,4090,3448,26.65,539.05,539.05,256.54,309.64,423.01,523.37,3725,3632,0,0,0,0,236.01,4348,3283,26.95,10192,0,583.75
240580,"João Câmara","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24058040] PREFEITURA MUNICIPAL DE JOÃO CAMARA - PMJC","Água e Esgoto; Res Sólidos",25385,7883,8007,4976,81.42,2452.22,0,643.87,1012.1,1142.39,1401.06,7542,5081,2452.22,0,0,0,573.69,9633,4771,0,24315,0,4125.56
240590,"João Dias","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24059040] Prefeitura Municipal de João Dias - PMJD","Água; Res Sólidos",972,NA,314,NA,5.02,0,0,0,0,0,0,NA,NA,0,0,0,0,0,474,NA,0,972,0,51.82
240600,"José da Penha","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",3651,1245,1250,1229,21.9,211.55,211.55,127.81,130.06,174.62,211.55,1209,1234,0,0,0,0,120.64,1404,1195,10.58,3651,0,134.25
240610,"Jucurutu","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24061040] Secretária de Serviços Urbanos - SSU","Água e Esgoto; Res Sólidos",11341,4586,4804,4303,21.05,614.15,614.15,406.03,448.43,612.41,614.15,4457,4519,0,0,0,0,382.02,5183,4181,30.71,11020,0,343.93
240620,"Lagoa d Anta","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",4307,1573,1576,1352,22.22,273.81,0,126.33,153.5,196.39,153.5,1531,1355,273.81,0,0,0,118.22,2334,1310,0,4279,0,1029.4
240630,"Lagoa de Pedras","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24063040] SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE - SMAMA","Água; Res Sólidos",4203,1299,1305,1167,23.8,245.79,0,125.69,138.88,173.04,130.53,1257,1172,130.53,0,0,0,115.11,1678,1127,0,2394,0,406.03
240640,"Lagoa de Velhos","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",2765,939,956,723,17.46,298.04,298.04,79.39,106.84,124.33,89.93,933,740,0,0,0,0,75.23,1124,722,0,1858,0,541.45
240650,"Lagoa Nova","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24065040] PREFEITURA MUNICIPAL DE LAGOA NOVA - PMLN","Água e Esgoto; Res Sólidos",7586,2109,2180,1758,21.82,521.52,521.52,418.42,480.24,562.8,521.52,2087,1775,0,0,0,0,408.84,2807,1699,0,7303,0,5612.18
240660,"Lagoa Salgada","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",5387,2207,2221,2043,19.46,233.47,0,195.08,213.43,273.9,0,2150,2057,233.47,0,0,0,183.62,2767,1988,0,5387,0,622.62
240670,"Lajes","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24067040] Secretaria de Obras e Serviços Urbanos - SEMOS","Água e Esgoto; Res Sólidos",8840,2714,2865,1781,49.26,512.49,512.49,217.16,332.21,391.13,474.54,2691,1926,0,0,0,0,173.29,3297,1774,22.82,8666,0,1988.07
240680,"Lajes Pintadas","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",2489,817,817,448,11.71,115.69,0,41.18,81.03,98.86,0,793,448,115.69,0,0,0,33.49,946,428,0,2489,0,1147.65
240690,"Lucrécia","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24069040] PREFEITURA MUNICIPAL DE LUCRECIA - PML","Água e Esgoto; Res Sólidos",2416,745,745,610,6.6,241.01,241.01,48.63,83.38,100.75,241.01,711,610,0,0,0,0,45.04,937,577,12.05,2416,0,195.32
240700,"Luís Gomes","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",6625,NA,1934,NA,19.1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2272,NA,0,6625,0,1.42
240710,"Macaíba","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24071040] PREFEITURA MUNICIPAL DE MACAÍBA - PMM","Água e Esgoto; Res Sólidos",41001,12144,12197,9767,191.25,3908.38,0,1173.92,1466.44,1678.76,3193.71,11645,9816,3908.38,0,0,0,1046.98,15579,9340,0,40937,0,3723.46
240720,"Macau","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24072040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",23797,7841,8093,6987,86.15,2180.83,2180.83,772.43,885.15,1127.27,1356.03,7564,7235,0,0,0,0,683.93,10703,6793,109.04,23759,0,2666.04
240725,"Major Sales","RN",2015,"[24072540] Prefeitura Municipal de Major Sales - PMMS","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240730,"Marcelino Vieira","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24073040] Prefeitura Municipal de Marcelino Vieira - PMMV","Água; Res Sólidos",5058,1858,1864,1858,7.75,295.99,295.99,223.51,223.53,275.06,127.75,1794,1864,0,0,0,0,211.86,1999,1794,14.8,5033,0,153.83
240740,"Martins","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24074040] Prefeitura Municipal de Martins - PMM","Água; Res Sólidos",5340,2151,2183,1913,28.07,389.15,389.15,185.29,217.68,293.92,389.15,2095,1945,0,0,0,0,173.89,2838,1859,19.46,5335,0,1194.38
240760,"Messias Targino","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",2482,709,715,694,6.42,107.17,107.17,35.93,40.3,59.37,0,704,700,0,0,0,0,35.02,1170,689,0,2482,0,385.99
240780,"Monte Alegre","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",18547,5374,5462,4951,76.68,1013.51,0,555.37,605.83,729.82,816.95,5256,5028,1013.51,0,0,0,521.42,6683,4841,0,9642,0,1296.76
240790,"Monte das Gameleiras","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",1821,594,598,561,4.22,116.71,0,52.72,56.24,78.55,0,570,565,116.71,0,0,0,48.29,714,537,0,1259,0,914.41
240800,"Mossoró","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos",263279,71850,84135,48516,397.91,25453.2,5062.95,7850.61,10985.17,12205.68,17765.91,78762,59150,20390.25,0,0,0,6835.05,83260,55022,253.15,263125,0,35153.26
240830,"Nova Cruz","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24083040] PREFEITURA MUNICIPAL DE NOVA CRUZ - PMNC","Água e Esgoto; Res Sólidos",26784,9510,9726,8668,91.78,1354.58,1354.58,934.84,1056.57,1313.64,1354.58,9245,8858,0,0,0,0,879.07,11800,8452,0,25689,0,1992.3
240840,"Olho-D ÁGUA do Borges","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",3026,959,966,909,8.05,204.46,0,105.92,112.48,141.41,204.46,932,916,204.46,0,0,0,98.64,1259,883,0,3026,0,2.95
240850,"Ouro Branco","RN",2015,"[24085011] Prefeitura Municipal de Ouro Branco - pmob; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24085040] Municipio de Ouro Branco - PMOB","Esgoto; Água; Res Sólidos",3377,1297,1312,1036,9.74,124.02,0,80.58,109.44,141.59,113.72,1238,1050,124.02,0,0,0,76.19,1485,989,0,3377,0,129.78
240860,"Paraná","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24086040] Prefeitura Municipal de Paraná - PMP","Água; Res Sólidos",2874,870,875,542,8.13,116.15,116.15,36.75,53.89,67.62,116.15,849,546,0,0,0,0,35.34,1083,525,5.81,877,0,151.05
240870,"Paraú","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24087040] SECRETARIA MUNICIPAL DE URBANISMO. OBRAS E TRANSPORTES - SMUOT","Água; Res Sólidos",3424,1134,1159,1122,12.7,158.64,158.64,107.6,108.91,148.96,158.64,1122,1147,0,0,0,0,104.14,1324,1110,7.93,3363,0,317.46
240880,"Parazinho","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",3556,937,948,386,7.36,280.61,0,38.34,105.79,114.57,0,910,389,280.61,0,0,0,31.78,1272,368,0,3349,0,458.83
240890,"Parelhas","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24089040] PREFEITURA MUNICIPAL DE PARELHAS - PMPARELHAS","Água e Esgoto; Res Sólidos",18032,6319,6593,5700,33.43,1101.78,1101.78,559.61,672.46,858.84,1101.78,6100,5954,0,0,0,0,521.89,7516,5506,55.09,18032,0,543.96
240910,"Passa e Fica","RN",2015,"[24091011] Prefeitura Municipal de Passa e Fica - PMPeF; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24091040] PREFEITURA MUNICIPAL DE PASSA E FICA - PMPF","Esgoto; Água; Res Sólidos",7724,2744,2746,2511,30.31,364.7,0,224.79,251.7,350.36,0,2656,2513,364.7,0,0,0,206.56,3642,2426,0,7701,0,1550.41
240920,"Passagem","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",1265,568,569,322,16.05,105.11,105.11,26.26,58.03,70.84,105.11,550,322,0,0,0,0,24.95,900,312,0,1265,0,231.13
240930,"Patu","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",417,162,165,151,23.43,124.08,124.08,13.27,14.88,21.26,0,128,154,0,0,0,0,10.82,3199,128,6.2,417,0,1843.21
240933,"Santa Maria","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",3444,1075,1156,872,9.95,179.88,179.88,104.76,126.28,143.95,126.67,1086,951,0,0,0,0,99.89,1588,889,0,3422,0,516.52
240940,"Pau dos Ferros","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF","Água e Esgoto; Res Sólidos",27622,9248,9792,8744,126.46,1518.65,1518.65,905.98,974.89,1319.83,815.02,9045,9269,0,0,0,0,820.45,11569,8573,75.93,27585,0,3886.54
240950,"Pedra Grande","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24095040] Secretaria Municipal de Obras e Servços Urbanos - SEMOSURB","Água; Res Sólidos",1341,580,586,345,4.7,377.29,0,42.15,70.03,79.98,77.16,563,351,377.29,0,0,0,34.83,791,331,0,1131,0,459.37
240960,"Pedra Preta","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",982,355,374,286,9.83,62.98,62.98,53.88,62.39,71.13,56.64,348,305,0,0,0,0,47.52,411,280,3.15,982,0,207.38
240970,"Pedro Avelino","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",4056,1505,1542,1248,19.11,293.13,293.13,138.58,175.08,215.28,293.13,1422,1283,0,0,0,0,116.67,2019,1182,14.66,4056,0,316.38
240990,"Pendências","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",10168,2983,3059,2826,38.17,1101.75,1056.87,433.65,460.03,461.23,1101.75,2904,2902,44.88,0,0,0,393.17,4150,2752,52.84,10150,0,487.63
241000,"Pilões","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24100040] Prefeitura Municipal de Pilões-RN - PMP","Água; Res Sólidos",2759,919,923,885,5.36,76.18,76.18,22.15,23.17,31.02,34.41,889,889,0,0,0,0,20.11,1032,856,3.11,2759,0,62.69
241010,"Poço Branco","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",13013,3208,3252,2342,79.97,1199.19,0,297.77,410.22,444.58,1147,3165,2376,1199.19,0,0,0,273.87,4378,2300,0,8050,0,673.26
241020,"Portalegre","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102040] Prefeitura Municipal de Portalegre - PMP","Água; Res Sólidos",4101,1568,1576,1493,11.5,278,278,142.52,154.04,206.22,64.03,1532,1501,0,0,0,0,133.67,1727,1458,0,4101,0,822.28
241025,"Porto do Mangue","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102540] PREFEITURA MUNICIPAL - PMPM","Água; Res Sólidos",2010,603,622,535,5.3,116.11,0,62.95,70.52,86.02,116.11,579,554,116.11,0,0,0,56.89,1065,514,0,2010,0,69.28
241030,"Presidente Juscelino","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",9150,2592,2632,2499,38.09,500.69,0,299,313.38,392.39,0,2516,2539,500.69,0,0,0,276.64,3219,2423,0,5947,0,884.73
241040,"Pureza","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",3429,1026,1043,679,15.03,727.23,727.23,81.78,126.45,146.65,690.25,997,695,0,0,0,0,72.12,1641,658,0,3319,0,404.17
